,revision_id,article_quality,article_title,country,population,region
1195,1240567544,Start,Tadeusz Mostowski,Poland,37.7,EASTERN EUROPE
1223,1249165306,Start,Tadeusz Romer,Poland,37.7,EASTERN EUROPE
1247,1207788848,Start,Tadeusz Szelachowski,Poland,37.7,EASTERN EUROPE
1260,867840089,Stub,Tadeusz Trzmiel,Poland,37.7,EASTERN EUROPE
2339,1206321887,C,Tadija Smičiklas,Croatia,3.8,SOUTHERN EUROPE
218,1213344636,Stub,Taha Derbal,Algeria,46.8,NORTHERN AFRICA
6737,1137121904,Start,Taha Genç,Turkey,85.6,WESTERN ASIA
6398,1231858620,Stub,Tahani Abdalla Attia Gasmalla,Sudan,48.1,NORTHERN AFRICA
6712,1130378402,C,Tahar Sfar,Tunisia,11.9,NORTHERN AFRICA
1962,1085015143,Stub,Tahir Hamid Nguilin,Chad,18.3,MIDDLE AFRICA
672,1210593900,Start,Tahir Mirkishili,Azerbaijan,10.2,WESTERN ASIA
4060,1243491065,Start,Tahseen Said,Iraq,45.5,WESTERN ASIA
5755,1242707228,Stub,Taimur bin Asa'ad,Oman,5.0,WESTERN ASIA
3809,1243274616,Stub,Tajimul Islam,India,1428.6,SOUTH ASIA
5481,1127044782,Start,Tajudeen Adeyemi Adefisoye,Nigeria,223.8,WESTERN AFRICA
4305,1188379975,Stub,Takanori Hayashi,Japan,124.5,EAST ASIA
4357,1248398621,Start,Taketora Ogata,Japan,124.5,EAST ASIA
2623,1225988181,Stub,Takis Evdokas,Cyprus,1.3,WESTERN ASIA
3012,1203826601,Start,Talaat Sadat,Egypt,105.2,NORTHERN AFRICA
6985,1242218278,Stub,Talal Aklan,Yemen,34.4,WESTERN ASIA
3873,1245355032,Stub,Talk:Chamala Kiran Kumar Reddy,India,1428.6,SOUTH ASIA
6820,1242742635,C,Tamale Mirundi,Uganda,48.6,EASTERN AFRICA
6060,1244203194,Stub,Tamaseu Leni Warren,Samoa,0.2,OCEANIA
950,1217471500,C,Tamaš Hryb,Belarus,9.2,EASTERN EUROPE
6487,1247900823,Start,Tamil Progressive Alliance,Sri Lanka,22.7,SOUTH ASIA
3687,1226127936,Start,Tamás Bakócz,Hungary,9.6,EASTERN EUROPE
4934,1189171478,Start,Tan Keng Liang,Malaysia,33.4,SOUTHEAST ASIA
1759,987791661,Stub,Tan Yu Sai,Myanmar,55.4,SOUTHEAST ASIA
4383,1196161005,Start,Tanaka Tatsuo,Japan,124.5,EAST ASIA
2005,1246581910,Start,Tancredo Pinochet,Chile,20.0,SOUTH AMERICA
6703,1061580986,Start,Tarak Mekki,Tunisia,11.9,NORTHERN AFRICA
1044,1194398452,Start,Taras Tarasenko,Ukraine,36.7,EASTERN EUROPE
4046,1247028402,Start,Tariq Najm,Iraq,45.5,WESTERN ASIA
620,1240965677,GA,Tarlan Aliyarbayov,Azerbaijan,10.2,WESTERN ASIA
5290,1234111779,Stub,Tarzan Milošević,Montenegro,0.6,SOUTHERN EUROPE
2662,1235907524,Stub,Tatiana Rosová,Slovakia,5.4,EASTERN EUROPE
4242,1184611030,Start,Tatjana Bobnar,Slovenia,2.1,SOUTHERN EUROPE
4364,1249907119,Start,Tatsuo Ozawa,Japan,124.5,EAST ASIA
4385,1173611573,Stub,Tatsuo Takahashi,Japan,124.5,EAST ASIA
4337,1243580205,Stub,Tatsuya Maruyama,Japan,124.5,EAST ASIA
4519,1245927956,C,Tatyana Karimova,Uzbekistan,36.4,CENTRAL ASIA
1760,1239004774,C,Taw Phaya Galay,Myanmar,55.4,SOUTHEAST ASIA
451,1219730900,Start,Tawfiq Bay,Syria,23.2,WESTERN ASIA
5817,1237270006,C,Tawfiq Ziad,Palestinian Territory,5.5,WESTERN ASIA
4074,1213227883,Stub,Tawfiq al-Yasiri,Iraq,45.5,WESTERN ASIA
3089,1250104755,Stub,Taye Atskeselassie,Ethiopia,126.5,EASTERN AFRICA
4791,1224040700,Start,Tayeb El-Safi,Libya,6.9,NORTHERN AFRICA
5499,1224409517,Start,Tayo Alasoadura,Nigeria,223.8,WESTERN AFRICA
2,1225661708,Start,Tayyab Agha,Afghanistan,42.4,SOUTH ASIA
1761,1227692854,Start,Tayzar San,Myanmar,55.4,SOUTHEAST ASIA
1941,1246969392,Start,Tchakpa M'brede,Central African Republic,6.2,MIDDLE AFRICA
4650,1138169422,Stub,Tecla Tum,Kenya,55.1,EASTERN AFRICA
2919,1230185200,Start,Tedjo Edhy Purdijatno,Indonesia,278.7,SOUTHEAST ASIA
3042,1192857899,Stub,Tedla Bairu,Eritrea,3.7,EASTERN AFRICA
1871,1241986465,Stub,Teerakiat Jaroensettasin,Thailand,66.0,SOUTHEAST ASIA
128,1234673487,Start,Tefik Mborja,Albania,2.7,SOUTHERN EUROPE
6336,918811425,Stub,Teker Riek Dong,South Sudan,11.1,EASTERN AFRICA
3091,1243325381,Start,Tekle Wolde Hawaryat,Ethiopia,126.5,EASTERN AFRICA
3092,1244410095,Start,Teklewold Atnafu,Ethiopia,126.5,EASTERN AFRICA
7078,1246241769,Start,Temba Mliswa,Zimbabwe,16.7,EASTERN AFRICA
3093,1236566558,Start,Temesgen Tiruneh,Ethiopia,126.5,EASTERN AFRICA
5504,1206822680,Start,Temitope Aluko,Nigeria,223.8,WESTERN AFRICA
2943,1240483620,C,Tengku Mansur,Indonesia,278.7,SOUTHEAST ASIA
1392,1244166908,Stub,Tenzin (politician),Bhutan,0.8,SOUTH ASIA
1252,1080870167,Stub,Teodor Szybiłło,Poland,37.7,EASTERN EUROPE
1641,1217932516,Stub,Teodora Genchovska,Bulgaria,6.4,EASTERN EUROPE
4100,1206348950,GA,Teodorico Bonacci,Italy,58.8,SOUTHERN EUROPE
4119,1221097725,Stub,Teodoro Cottrau,Italy,58.8,SOUTHERN EUROPE
2240,1225813983,Stub,Teodoro Willink Castro,Costa Rica,5.3,CENTRAL AMERICA
2417,1232443957,Start,Teodosije Maričević,Serbia,6.6,SOUTHERN EUROPE
1821,1243811136,Stub,Tep Hun,Cambodia,17.0,SOUTHEAST ASIA
1822,1059565834,Stub,Tep Phan,Cambodia,17.0,SOUTHEAST ASIA
1823,1243808497,Start,Tep Vattho,Cambodia,17.0,SOUTHEAST ASIA
5680,1140522160,Stub,Terhemba Shija,Nigeria,223.8,WESTERN AFRICA
5580,1202786191,Start,Terkimbi Ikyange,Nigeria,223.8,WESTERN AFRICA
4374,1220747294,Start,Tetchō Suehiro,Japan,124.5,EAST ASIA
6638,1236426768,Stub,Tevita Tuʻivakano,Tonga,0.1,OCEANIA
639,1232296078,Stub,Teymur Guliyev,Azerbaijan,10.2,WESTERN ASIA
5977,1247752897,Start,Teófilo Duarte,Portugal,10.5,SOUTHERN EUROPE
6182,1249110529,GA,Thabo Mbeki,South Africa,60.7,SOUTHERN AFRICA
1726,1221126119,C,Thakin Kodaw Hmaing,Myanmar,55.4,SOUTHEAST ASIA
1387,1184305239,C,Thakur S. Powdyel,Bhutan,0.8,SOUTH ASIA
1872,1245657040,B,Thamanat Prompow,Thailand,66.0,SOUTHEAST ASIA
4673,1210778715,Start,Thamer Ali Sabah Al-Salem Al-Sabah,Kuwait,4.4,WESTERN ASIA
6204,1247658777,Start,Thami Ntuli,South Africa,60.7,SOUTHERN AFRICA
1762,1219791544,Start,Than Nyein,Myanmar,55.4,SOUTHEAST ASIA
1763,1245372417,Stub,Than Sein,Myanmar,55.4,SOUTHEAST ASIA
1764,1245373365,Start,Than Win,Myanmar,55.4,SOUTHEAST ASIA
3907,1248598184,Start,Thangam Thennarasu,India,1428.6,SOUTH ASIA
5452,1241023946,GA,Thapa dynasty,Nepal,30.9,SOUTH ASIA
2190,1178367789,Start,Tharcisse Kasongo Mwema Yamba-Yamba,Congo DR,102.3,MIDDLE AFRICA
1789,1218269209,Stub,Tharcisse Niyongabo,Burundi,13.2,EASTERN AFRICA
6040,1103863452,Start,Tharcisse Renzaho,Rwanda,14.1,EASTERN AFRICA
1765,1245373050,Start,Thaung Tun (politician),Myanmar,55.4,SOUTHEAST ASIA
6607,1238999184,Start,Theddy Ladislaus,Tanzania,67.4,EASTERN AFRICA
1767,1238454181,Start,Thein Maung,Myanmar,55.4,SOUTHEAST ASIA
1768,1234388263,Start,Thein Nyunt (politician),Myanmar,55.4,SOUTHEAST ASIA
6178,1246257695,C,Themba Maseko,South Africa,60.7,SOUTHERN AFRICA
6233,1248422415,Start,Themba Masuku,South Africa,60.7,SOUTHERN AFRICA
109,1241037317,C,Themistokli Gërmenji,Albania,2.7,SOUTHERN EUROPE
6579,1162340000,Stub,Theodor Ab Yberg,Switzerland,8.8,WESTERN EUROPE
509,1215046740,Stub,Theodor Kery,Austria,9.2,WESTERN EUROPE
3424,1242256661,Start,Theodor Olshausen,Germany,84.9,WESTERN EUROPE
3107,1242178040,Stub,Theodor Rõuk,Estonia,1.4,NORTHERN EUROPE
6468,1247654120,Stub,Theodore Barcroft L. Moonemalle,Sri Lanka,22.7,SOUTH ASIA
3496,1248921819,Start,Theodoros Negris,Greece,10.6,SOUTHERN EUROPE
3514,1158045142,C,Theofanis Tombras,Greece,10.6,SOUTHERN EUROPE
3483,1204621612,C,Theophilos Kamberidis,Greece,10.6,SOUTHERN EUROPE
6424,1136437490,Start,Theophilus Ochang,Sudan,48.1,NORTHERN AFRICA
1769,1170350688,Start,Thet Win Aung,Myanmar,55.4,SOUTHEAST ASIA
3598,1025501033,Start,Thierno Aliou,Guinea,14.2,WESTERN AFRICA
5260,960140393,Stub,Thierry Poyet,Monaco,0.0,WESTERN EUROPE
5397,1214738431,Stub,Thimoteus Tjamuaha,Namibia,2.6,SOUTHERN AFRICA
1824,1178861440,GA,Thiounn,Cambodia,17.0,SOUTHEAST ASIA
1770,1242193633,C,Thirty Comrades,Myanmar,55.4,SOUTHEAST ASIA
135,1180949774,Start,Thoma Orologa,Albania,2.7,SOUTHERN EUROPE
6502,1244066206,Start,Thomas Burgherr,Switzerland,8.8,WESTERN EUROPE
5011,1248898497,Stub,Thomas Heine,Marshall Islands,0.1,OCEANIA
6530,1237220384,Start,Thomas Helbling,Switzerland,8.8,WESTERN EUROPE
6536,1244066213,Stub,Thomas Knutti,Switzerland,8.8,WESTERN EUROPE
6033,1235038071,Start,Thomas Nahimana,Rwanda,14.1,EASTERN AFRICA
4743,1210293916,Stub,Thomas Nimene Botoe,Liberia,5.4,WESTERN AFRICA
6119,1188215384,C,Thomas Peters (revolutionary),Sierra Leone,8.9,WESTERN AFRICA
535,1215185462,C,Thomas Prinzhorn,Austria,9.2,WESTERN EUROPE
5673,1207104477,Start,Thompson Salubi,Nigeria,223.8,WESTERN AFRICA
6222,1242055258,Start,Thulasizwe Thomo,South Africa,60.7,SOUTHERN AFRICA
6227,1213531431,Stub,Thuli Dladla,South Africa,60.7,SOUTHERN AFRICA
3253,1150936922,Start,Théodore Ducos,France,65.9,WESTERN EUROPE
1873,1227006295,Start,Tiang Sirikhanth,Thailand,66.0,SOUTHEAST ASIA
2637,1241436480,Stub,Tibor Bastrnák,Slovakia,5.4,EASTERN EUROPE
3765,1175892177,C,Tibor Farkas,Hungary,9.6,EASTERN EUROPE
5862,1231524781,C,Ticio Escobar,Paraguay,6.2,SOUTH AMERICA
416,1231946069,Start,Tigran Karapetyan,Armenia,3.0,WESTERN ASIA
417,1237979345,C,Tigran Khzmalyan,Armenia,3.0,WESTERN ASIA
6474,1190525825,Stub,Tikiri Bandara Panabokke I,Sri Lanka,22.7,SOUTH ASIA
322,1227026341,C,Tim Hector,Antigua and Barbuda,0.1,CARIBBEAN
5498,1244807145,C,Timi Alaibe,Nigeria,223.8,WESTERN AFRICA
3120,1244928673,C,Timo Furuholm,Finland,5.6,NORTHERN EUROPE
5107,1243922515,C,Timofei Moșneaga,Moldova,3.4,EASTERN EUROPE
6593,1235330925,Stub,Timothy Apiyo,Tanzania,67.4,EASTERN AFRICA
697,1245586658,C,Timothy Donaldson,Bahamas,0.4,CARIBBEAN
1771,1239526756,Stub,Tin Aye,Myanmar,55.4,SOUTHEAST ASIA
6121,1227392405,C,Tinga Seisay,Sierra Leone,8.9,WESTERN AFRICA
7070,1236282175,Start,Tinos Rusere,Zimbabwe,16.7,EASTERN AFRICA
4619,1196232480,Stub,Tiras Nyingi Ngahu,Kenya,55.1,EASTERN AFRICA
5607,1246888806,Start,Titilayo Laoye-Tomori,Nigeria,223.8,WESTERN AFRICA
6326,1055829953,Start,Tito Biel,South Sudan,11.1,EASTERN AFRICA
4870,1228929938,Stub,Titus Mvalo,Malawi,19.8,EASTERN AFRICA
5693,1246627224,Start,Titus Uba,Nigeria,223.8,WESTERN AFRICA
5002,1224357702,Start,Tiéman Coulibaly,Mali,23.3,WESTERN AFRICA
4741,1212087531,Stub,Tlohang Sekhamane,Lesotho,2.3,SOUTHERN AFRICA
3409,1222073597,Start,Tobias Köck,Germany,84.9,WESTERN EUROPE
1484,1226478932,Stub,Tobias de Aguiar,Brazil,204.0,SOUTH AMERICA
878,1235606534,GA,Tofazzal Hossain Manik Miah,Pakistan,240.5,SOUTH ASIA
3140,1166608674,Stub,Toivo Topias Pohjala,Finland,5.6,NORTHERN EUROPE
3875,1242025964,Start,Tokhan Sahu,India,1428.6,SOUTH ASIA
4386,1245475975,Start,Tokudaiji Sanetsune,Japan,124.5,EAST ASIA
6059,1244203105,Stub,Toleʻafoa Solomona Toʻailoa,Samoa,0.2,OCEANIA
4767,1218952304,C,Tom Woewiyu,Liberia,5.4,WESTERN AFRICA
4069,1235935722,Start,Toma Tomas,Iraq,45.5,WESTERN ASIA
3203,1192131280,Stub,Tomas Polus,Sweden,10.5,NORTHERN EUROPE
1187,1209796335,C,Tomasz Łubieński,Poland,37.7,EASTERN EUROPE
5380,1246373248,Stub,Tomaz Salomão,Mozambique,33.9,EASTERN AFRICA
5691,1247119888,C,Tomiwa Aladekomo,Nigeria,223.8,WESTERN AFRICA
2490,1225374044,C,Tomás Allende,Spain,48.3,SOUTHERN EUROPE
2282,1221318310,Stub,Tomás Enrique Soley Soler,Costa Rica,5.3,CENTRAL AMERICA
604,1164900220,Stub,Tomáš Eduard Šilinger,Czechia,10.9,EASTERN EUROPE
569,1248266864,Stub,Tomáš Grulich,Czechia,10.9,EASTERN EUROPE
583,1180976983,Stub,Tomáš Kvapil,Czechia,10.9,EASTERN EUROPE
610,1243347736,Start,Tomáš Vandas,Czechia,10.9,EASTERN EUROPE
7037,1231961724,C,Tonderai Kasu,Zimbabwe,16.7,EASTERN AFRICA
6378,1229088378,Stub,Tong Akeen Ngor,South Sudan,11.1,EASTERN AFRICA
6499,1244053937,Start,Toni Bortoluzzi,Switzerland,8.8,WESTERN EUROPE
5538,1246220034,C,Tonto Dikeh,Nigeria,223.8,WESTERN AFRICA
5510,1246548727,Stub,Tony Ene Asuquo,Nigeria,223.8,WESTERN AFRICA
4698,1249040830,Start,Tony Frangieh Jr.,Lebanon,5.4,WESTERN ASIA
5055,1153029460,Stub,Tony Ganngiyan,Federated States of Micronesia,0.1,OCEANIA
5010,1234549166,C,Tony deBrum,Marshall Islands,0.1,OCEANIA
3108,1183340383,Start,Toomas Sildmäe,Estonia,1.4,NORTHERN EUROPE
3376,1248547868,Start,Torben Braga,Germany,84.9,WESTERN EUROPE
1423,1242300969,Stub,Toribia Lero Quispe,Bolivia,12.2,SOUTH AMERICA
4388,1242468034,Stub,Torii Tadafumi,Japan,124.5,EAST ASIA
4508,1242155530,C,Torokul Dzhanuzakov,Uzbekistan,36.4,CENTRAL ASIA
4226,1240581723,C,Tosca Bucarelli Martini,Italy,58.8,SOUTHERN EUROPE
4389,1227422669,Stub,Toshibumi Tanaka,Japan,124.5,EAST ASIA
4313,1239770151,Stub,Toshio Irie (civil servant),Japan,124.5,EAST ASIA
4338,1237035675,Start,Toshio Masuda (politician),Japan,124.5,EAST ASIA
4286,1179324035,Start,Toshiyuki Adachi,Japan,124.5,EAST ASIA
1686,1139020686,Stub,Toubé Clément Dakio,Burkina Faso,22.9,WESTERN AFRICA
1825,1243811146,Stub,Touch Kim,Cambodia,17.0,SOUTHEAST ASIA
3495,1247683483,Start,Traianos Nallis,Greece,10.6,SOUTHERN EUROPE
6975,1225066058,C,Tran Minh Tiet,Vietnam,98.9,SOUTHEAST ASIA
2231,1225144299,Stub,Tranquilino de Bonilla y Herdocia,Costa Rica,5.3,CENTRAL AMERICA
2577,1228644300,Stub,Trinitat Neras i Plaja,Spain,48.3,SOUTHERN EUROPE
6868,1206959075,Start,Tristán Narvaja,Uruguay,3.6,SOUTH AMERICA
2379,1122747074,Start,Trivo Inđić,Serbia,6.6,SOUTHERN EUROPE
1826,1157572449,Start,Truong Cang,Cambodia,17.0,SOUTHEAST ASIA
6978,1220804010,GA,Trương Đình Dzu,Vietnam,98.9,SOUTHEAST ASIA
6976,1237490552,C,Trần Quốc Vượng (politician),Vietnam,98.9,SOUTHEAST ASIA
6977,1244544286,C,Trần Văn Hữu,Vietnam,98.9,SOUTHEAST ASIA
5264,1247488873,B,Tsakhiagiin Elbegdorj,Mongolia,3.5,EAST ASIA
3094,1207573326,Stub,Tsegaye Mamo,Ethiopia,126.5,EASTERN AFRICA
5269,1243514846,C,Tsendiin Mönkh-Orgil,Mongolia,3.5,EAST ASIA
4738,1240673245,Stub,Tsepo Mzonethi,Lesotho,2.3,SOUTHERN AFRICA
1404,935053725,Start,Tshencho Wangdi,Bhutan,0.8,SOUTH ASIA
1402,1227847643,Start,Tshering Wangchuk,Bhutan,0.8,SOUTH ASIA
1377,1134603390,Start,Tshewang Lhamo,Bhutan,0.8,SOUTH ASIA
945,1115164729,Start,Tsimafei Dranchuk,Belarus,9.2,EASTERN EUROPE
1605,1240457984,Stub,Tsoncho Ganev,Bulgaria,6.4,EASTERN EUROPE
4384,1020304143,Stub,Tsunetoshi Tanaka,Japan,124.5,EAST ASIA
4397,1186586190,Stub,Tsutomu Yamazaki (politician),Japan,124.5,EAST ASIA
1594,1222513400,Stub,Tsvetko Boboshevski,Bulgaria,6.4,EASTERN EUROPE
1772,1245373670,Start,Tu Hkawng,Myanmar,55.4,SOUTHEAST ASIA
861,1232902796,Stub,Tufail Ahmad Khan,Pakistan,240.5,SOUTH ASIA
6058,1161001032,C,Tui Manuʻa Elisala,Samoa,0.2,OCEANIA
6728,1243748348,C,Tuna Bekleviç,Turkey,85.6,WESTERN ASIA
6733,1134880777,Start,Tuncay Dinç,Turkey,85.6,WESTERN ASIA
5553,1186199883,Start,Tunde Eso,Nigeria,223.8,WESTERN AFRICA
1827,1171902721,Start,Tuot Saron,Cambodia,17.0,SOUTHEAST ASIA
3193,1204629657,GA,Ture Malmgren,Sweden,10.5,NORTHERN EUROPE
6764,1177331982,Start,Turgut Okyay,Turkey,85.6,WESTERN ASIA
1145,1249379104,Start,Tytus Działyński,Poland,37.7,EASTERN EUROPE
4390,1245568583,C,Tōyama Mitsuru,Japan,124.5,EAST ASIA
6974,1224595798,Stub,Tạ Quang Bửu,Vietnam,98.9,SOUTHEAST ASIA
913,1234231348,Stub,Ubaidur Rahman Zia,Pakistan,240.5,SOUTH ASIA
3643,1211442079,Stub,Ubraj Narine,Guyana,0.8,SOUTH AMERICA
1828,1178094497,Stub,Uch Ven,Cambodia,17.0,SOUTHEAST ASIA
5627,1242953473,Stub,Uchechukwu Nnam-Obi,Nigeria,223.8,WESTERN AFRICA
4938,1249150239,Start,Uda Sulai,Malaysia,33.4,SOUTHEAST ASIA
1474,1231181406,Start,Uglješa Uzelac,Bosnia Herzegovina,3.4,SOUTHERN EUROPE
5698,1247120199,C,Ugorji Okechuwu Ugorji,Nigeria,223.8,WESTERN AFRICA
1369,1243793309,Start,Ugyen Dorji (DNT politician),Bhutan,0.8,SOUTH ASIA
1397,1216960207,Stub,Ugyen Tshering,Bhutan,0.8,SOUTH ASIA
1405,1010522641,Stub,Ugyen Wangdi,Bhutan,0.8,SOUTH ASIA
1829,1243811158,Stub,Uk Vithun,Cambodia,17.0,SOUTHEAST ASIA
4514,1224037855,Start,Uktam Barnoev,Uzbekistan,36.4,CENTRAL ASIA
4564,1246448259,GA,Ukur Yatani Kanacho,Kenya,55.1,EASTERN AFRICA
347,1217815124,Stub,Uladislao Augier,Argentina,46.3,SOUTH AMERICA
958,1249602665,C,Uladzimir Mackievič,Belarus,9.2,EASTERN EUROPE
496,1216088776,Start,Ulrich Habsburg-Lothringen,Austria,9.2,WESTERN EUROPE
3219,1246219604,Stub,Ulrika Björklund,Sweden,10.5,NORTHERN EUROPE
5623,1250189661,Start,Umar Namadi,Nigeria,223.8,WESTERN AFRICA
4973,1240955887,C,Umar Zahir (politician),Maldives,0.6,SOUTH ASIA
4498,1220293678,GA,Umarali Kuvvatov,Tajikistan,10.2,CENTRAL ASIA
4092,1144171012,Stub,Umberto Ambrosoli,Italy,58.8,SOUTHERN EUROPE
4158,1162528236,C,Umberto Klinger,Italy,58.8,SOUTHERN EUROPE
3850,1241591050,Stub,Umeshbhai Patel,India,1428.6,SOUTH ASIA
1830,1094819140,Stub,Ung Hong Sath,Cambodia,17.0,SOUTHEAST ASIA
6490,1189504219,Stub,Up-Country People's Front,Sri Lanka,22.7,SOUTH ASIA
4481,1233612438,C,Uran Botobekov,Kyrgyzstan,6.8,CENTRAL ASIA
94,1196422551,Start,Uran Butka,Albania,2.7,SOUTHERN EUROPE
3905,1238407722,Stub,Urmila Thakur (politician),India,1428.6,SOUTH ASIA
4245,1232181073,Start,Uroš Brežan,Slovenia,2.1,SOUTHERN EUROPE
6521,1166283068,Stub,Urs Glutz von Blotzheim,Switzerland,8.8,WESTERN EUROPE
6543,1195570688,Start,Ursula Mauch,Switzerland,8.8,WESTERN EUROPE
6582,1244066228,Stub,Ursula Zybach,Switzerland,8.8,WESTERN EUROPE
4295,1231674799,Stub,Usaburō Chisaki III,Japan,124.5,EAST ASIA
5700,1173985656,Start,Usman Bello Kumo,Nigeria,223.8,WESTERN AFRICA
5542,1197400198,Stub,Usman Mamman Durkwa,Nigeria,223.8,WESTERN AFRICA
440,1243494457,Stub,Usub Bek Temuryan,Armenia,3.0,WESTERN ASIA
5551,1250224226,Start,Uzoma Emenike,Nigeria,223.8,WESTERN AFRICA
949,1105545058,Stub,Uładzimir Hančaryk,Belarus,9.2,EASTERN EUROPE
953,1205140753,Start,Uładzisłau Kazłouski,Belarus,9.2,EASTERN EUROPE
959,1144551736,Stub,V. L. Mukha,Belarus,9.2,EASTERN EUROPE
3834,1232663282,Stub,V. S. Matheswaran,India,1428.6,SOUTH ASIA
6056,1244197543,Start,Va'aelua Eti Alesana,Samoa,0.2,OCEANIA
5249,1238081098,Start,Vadim Zagladin,Russia,146.9,EASTERN EUROPE
415,1224369324,Start,Vahagn Hovakimyan,Armenia,3.0,WESTERN ASIA
423,1214661649,Stub,Vahan Minakhoryan,Armenia,3.0,WESTERN ASIA
4719,1162302149,Start,Vahan Papazian,Lebanon,5.4,WESTERN ASIA
6756,1188253409,Start,Vahdettin Özkan,Turkey,85.6,WESTERN ASIA
5136,1195648751,Stub,Valeev Fales Ahatovich,Russia,146.9,EASTERN EUROPE
5071,1232398481,Stub,Valentin Beniuc,Moldova,3.4,EASTERN EUROPE
1604,1215314438,Start,Valentin Fortunov,Bulgaria,6.4,EASTERN EUROPE
5184,1243587448,Start,Valentin Korabelnikov,Russia,146.9,EASTERN EUROPE
2804,1243880685,Start,Valentin Medrano Pérez,Dominican Republic,11.3,CARIBBEAN
2010,1230256788,Start,Valentina Quiroga,Chile,20.0,SOUTH AMERICA
5126,1232777509,Stub,Valentina Țapiș,Moldova,3.4,EASTERN EUROPE
6123,1213633579,C,Valentine Strasser,Sierra Leone,8.9,WESTERN AFRICA
6038,1230744729,C,Valerie Nyirahabineza,Rwanda,14.1,EASTERN AFRICA
1102,1016659563,Stub,Valerijonas Šadreika,Lithuania,2.9,NORTHERN EUROPE
5074,1203782667,Stub,Valeriu Bulgari,Moldova,3.4,EASTERN EUROPE
5128,1232777781,Stub,Valeriu Troenco,Moldova,3.4,EASTERN EUROPE
994,1248663108,Start,Valeriy Holovko,Ukraine,36.7,EASTERN EUROPE
4512,1205273470,Stub,Valery Ataev,Uzbekistan,36.4,CENTRAL ASIA
957,1248009248,C,Valery Levaneuski,Belarus,9.2,EASTERN EUROPE
5213,1152212711,GA,Valery Nazarov,Russia,146.9,EASTERN EUROPE
967,1241105852,B,Valery Sakhashchyk,Belarus,9.2,EASTERN EUROPE
5225,1232295149,Stub,Valery Saykin,Russia,146.9,EASTERN EUROPE
5251,1246990507,C,Valery Zorkin,Russia,146.9,EASTERN EUROPE
3982,905601335,Stub,Valiollah Rostaminejad,Iran,89.2,SOUTH ASIA
3910,1246494673,Start,Vamsi Krishna Gaddam,India,1428.6,SOUTH ASIA
3911,1241967765,Stub,Vamsi Krishna Srinivasa,India,1428.6,SOUTH ASIA
3912,1241591107,Stub,Vanamadi Venkateswara Rao,India,1428.6,SOUTH ASIA
1655,1195408159,Stub,Vangel Ajanovski-Oče,North Macedonia,1.8,SOUTHERN EUROPE
1674,1173912923,Stub,Vančo Šontevski,North Macedonia,1.8,SOUTHERN EUROPE
3914,1249322042,Stub,Varla Kumar Raja,India,1428.6,SOUTH ASIA
436,1214669611,Start,Vartkes Serengülian,Armenia,3.0,WESTERN ASIA
3880,1232663181,Stub,Varupula Satyaprabha,India,1428.6,SOUTH ASIA
6026,1229931064,Stub,Vasco Becker-Weinberg,Portugal,10.5,SOUTHERN EUROPE
1598,1215313341,Start,Vasil Chichibaba,Bulgaria,6.4,EASTERN EUROPE
1662,1213630795,C,Vasil Ivanovski,North Macedonia,1.8,SOUTHERN EUROPE
5073,1203790429,Start,Vasile Bîtca,Moldova,3.4,EASTERN EUROPE
5096,1242620401,Stub,Vasile Grădinaru,Moldova,3.4,EASTERN EUROPE
5100,1232593134,Stub,Vasile Iovv,Moldova,3.4,EASTERN EUROPE
5113,1232773668,Stub,Vasile Parasca,Moldova,3.4,EASTERN EUROPE
3511,1244105942,Stub,Vasilis Stigkas,Greece,10.6,SOUTHERN EUROPE
5247,1248915061,C,Vasily Yakemenko,Russia,146.9,EASTERN EUROPE
3505,1220371513,Start,Vassilis Rotas,Greece,10.6,SOUTHERN EUROPE
1027,1213107063,Start,Vasyl Poraiko,Ukraine,36.7,EASTERN EUROPE
5025,1225809738,Stub,Vatimetou Mint Khatry,Mauritania,4.9,WESTERN AFRICA
5087,1166993886,Stub,Veaceslav Dobîndă,Moldova,3.4,EASTERN EUROPE
1300,1246136139,Start,Veerle Geerinckx,Belgium,11.8,WESTERN EUROPE
3915,1232721658,Stub,Vegesana Narendra Varma Raju,India,1428.6,SOUTH ASIA
3448,1228470873,C,Veit Ludwig von Seckendorff,Germany,84.9,WESTERN EUROPE
160,1214281233,Stub,Veli Deva,Kosovo,1.7,SOUTHERN EUROPE
1644,1211235525,Stub,Velko Valkanov,Bulgaria,6.4,EASTERN EUROPE
1831,1249720857,Stub,Veng Sakhon,Cambodia,17.0,SOUTHEAST ASIA
1622,1235730767,C,Venko Markovski,Bulgaria,6.4,EASTERN EUROPE
1645,1236795881,Stub,Ventsislav Varbanov,Bulgaria,6.4,EASTERN EUROPE
3198,1248269143,C,Vera Oredsson,Sweden,10.5,NORTHERN EUROPE
2348,1243528111,Stub,Većeslav Wilder,Croatia,3.8,SOUTHERN EUROPE
1043,1146431478,Start,Viacheslav Suprunenko,Ukraine,36.7,EASTERN EUROPE
3036,1248662237,Start,Vice President of the United Arab Emirates,United Arab Emirates,9.5,WESTERN ASIA
2510,1157092874,C,Vicente Bacallar,Spain,48.3,SOUTHERN EUROPE
5904,1216869057,Stub,Vicente Flores (politician),Peru,33.8,SOUTH AMERICA
6898,1242413774,Start,Vicente José Gregorio Díaz Silva,Venezuela,28.8,SOUTH AMERICA
